review_text,review_rating
"kalo di us harganya cuma u$ 1 lho ! waktu itu gw pake bagus , ini juga beli lagi buat mamih, kecil kemasannya bisa di bawa travelling, bersih, ga bikin kering juga klo d pakenya seminggu 1-2x , wanginya juga mantepzz",5
"sukaaaa bangeet! lip balm yang oke karena packagingnya imut dengan design serta warna menarik, mudah didapat, murah harganya, udah ber-spf, ampuh ngelembapin di bibirku, dan wanginya enak. varian ini termasuk favoritku dari yang lainnya. wajib ada di pouch nih.",5
"one of oriflame best lipstick....  series studio artist mengeluarkan 1 set lengkap dari bedak hingga lipstick,  lipstick dengan warna matte finish, lembut, gak bikin kering, wangi, dan bertahan berjam-jam kalau kita pakai sedikit foundation di bibir terlebih dahulu  i'll repurchase it with another color~",5
"seriously ini tuh holly grail skin care bangetttt. aku sesuka itu sama produk ini. bikin muka glowing, jadi keliatan seger dan sehat. bikin kulit muka lebih kenyal. buat jerawat ampuh banget, ngempesin jerawat tinggal kompres di area berjerawat, buat jerawat yg mah nongol juga tinggal kompres jerawat gak jadi muncul. dipake sebelum make up bikin muka jadi glowing. akan selalu repurchase fte ini. aku suka banget",5
"my holy grail lip balm !!! ini enak bangetttt, kalau abis pakai ini paginya kulit bibir yg pecah2 udah jd lembut dan tinggal kita pijat2 dikit lgsg kaya scrub aja gitu. sygnya ini agak over pricey dijual di indo padahal diluaran skitar $2-3 aja :( dan soal kemasan saya lebih suka lip therapy vaseline pas bentuknya masih kaya tube kecil gitu jd applynya ngga perlu pakai tangan",5
"salah satu penyesalan terbesar adalah ngga beli brush ini sedari dulu. dulu2 sempet beli kuas yang murah2 karena harga brush ini yang cukup lumayan, tapi ternyata cuma buang2 duit aja. karena ga ada brush yang seoke ini. bulunya tebel, halus banget. mau apply apapun, even cuma apply bb cream aja, hasilnya jadi super duper bagussss. bikin foundie, bb cream jadi nempel dimuka dengan super mulussssss, rata di muka tanpa perlu perjuangan haha. emang agak menohok hati pas beli di awal2, cuma brush ini awet banget kokk sampe bertahun2. udah dicuci berkali2 juga ga ada yang rontok. salah satu 'senjata' yang wajib punya. worth it banget",5
"produk pencuci muka merk ini adalah favoritku, sangat cocok untuk kulit dengn tipe acne prone, tidak menyebabkan wajah merminyak, ataupun menjadi kekerasan seperti produk - produk facial wash lainnya. produk ini juga sangat mudah ditemukan di toko toko terdekat",5
pertama kali cobain pake punya mama. aku kira skii ini brand treatment buat usia 30th keatas jd ga pernah tertarik buat coba pdhl dirumah ada. tp setelah tau ternyataaa selama ini salah besar skii malah bagus buat aku yg masih umur remaja waktu itu. berasa banget pake fte ini krn muka aku jd glowing semenjak pake essence ini!! dan semenjak itu aku ga pernah pake yg lain selain fte skii sempat diprotes mama juga sih gegara fte nya aku mintain mulu secara harganya lumayan jg sih. hihihi. tp gpp kan buat investasi muka aku donk :) sooo far.. skii fte is the best!,5
"aku termasuk picky untuk masalah lip balm, dan ketika coba produk ini, bener-bener langsung jatuh cinta. teksturnya ringan dan bener-bener melembabkan bibir aku tanpa jadi lengket. selain itu, dia juga ga menggumpal seperti produk lain setipe yg pernah aku coba.  packaging wise, agak ringkih dan punyaku puterannya broken jadi sekarang agak berjuang untuk pakainya :(",5
"karena suka banget sama cushion yang biasa, akhirnya aku mau coba yang pore ini. biasa deh, gatel liat barang baru, bawaannya mau coba.   sayangnya aku nggak cocok pakai yang ini. jadinya bruntusan dan keluar jerawat kecil- kecil. tapi overall coverage dan feelnya sama seperti cushion yang biasa.",5
"awalnya beli sponge ini karena ngikutin trend, tapi baru kali ini berasa banget enaknya pake si beauty blender ini. makeup jadi lebih bagus, selain itu cukup pake sponge ini udha bisa buat full face makeup produck, maksudnya bisa dipakai untuk aplikasi foundation, powder dan blush disaat yang bersamaan.   bersihinnya juga gampang banget dan mudah untuk dibawa traveling.",5
"suka banget sama sun screen ini, teksturnya lembut nyaman dikulit. cepat meresap juga dan gak licin kalau kena air atau keringat. gak bikin kulit jadi belang kalau lagi dipanasan. spf nya juga besar jadi gak perlu dikit-dikit apply. sayangnya harganya lumayan mahal dan agak susah ditemuin.",5
"mungkin akan aku repurchase karena suka ngiler mau cobain produk yang lainnya :( suka banget sama sunscreen satu ini karena mengandung spf 50, walo begitu bagusnya lagi produk ini gak lengket oily atopun ninggalin white cast. cepet meresap lagi jadi harus lumayan cepet ngaplikasiinnya :)",5
"setelah punya beberapa lipstik tom ford, tidak bisa berhenti beli ternyata. teksturnya yang mudah diaplikasikan, warnanya semi-matte. dan yang penting, staying powernya bagus banget walau tidak claim long-lasting. setelah makan 1x, tetap masih bagus, tidak perlu touch up. suka sekali lipstik yang staying pwer-nya bagus dan tidak bikin bibir kering.",5
"segala sesuatu yang anti aging pasti saya beli terutama skincare dari kiehl's ini, karena so far kiehl's cocok untuk kulit saya. serum ini aku pake biasanya sebelum tidur, setiap hari pemakaian, selama 28 hari. awal make dulu dikasih samplenya, sampe habis aku pake. sample size-nya bertahan sebulanan. hasilnya ternyata benar-benar mengurangi garis kerutan halus diwajah. kulit wajah lebih lembab, kenyal, lebih cerah dan sehat. you should try to get a healthier skin. recommended and i will purchase this.",5
jatuh cinta sama lime crime ... kalau suedeberry &amp; pink velvet habis pasti beli lagi dan akan coba red velvet &amp; riot ... warnanya awet banget walaupun setelah makan dan minum berkali-kali ... seharian cukup 1x oles dan tahan sampai sore ... recomended !!!,5
"sebelumnya saya bukan tipe orang pemakai foundation\\\\/bb cream\\\\/cc cream\\\\/dd cream karena permasalahan wajah saya yang berjerawat. saya memiliki cc cream ini dari seorang teman yang menghibahkannya. baiklah, setelah saya coba, saya terkagum dengan teksturnya yang ringan dan dapat mengubah wajah saya bak porselen, meski tidak benar-benar sempurna dalam menutupi pori-pori wajah saya yang besar. efek dewy yang ditampilkan membuat wajah saya terlihat semakin segar, meski setelah pemakaian 2-3 jam minyak di daerah hidung saya mulai tampak terlihat. mengingat kulit saya tipe acne prone, hampir setiap kali setelah pemakaian produk ini, ada saja 1-2 jerawat yang timbul di wajah. namun demikian, ini bukan masalah yang besar bagi saya sebab produk ini benar-benar bagus untuk dipakai ke acara-acara khusus. shade nomor 33 sangat cocok dengan warna kulit kuning kecokelatan seperti saya. besar kemungkinan saya untuk repurchase produk ini jika sudah habis. juara kelas! :)",5
"sebelum beli shade natural, gue pernah beli yang light (karena kata ba nya kulit gue bagusnya pake yang light) tp ternyata big no! entah karena warna\\\\/emang formulanya juga kurang bagus. i used to hate this product a lot. tapi! kemarin ini gue mencoba lagi karena kata orang-orang dd cream ini bagus (jadi keracunan nih ceritanya beli lagi), dan yaashh ternyata emang yang kemarin aja salah warna. coveragenya sheer to medium, bikin wajah lebih fresh &amp; flawless. staying powernya juga lumayan dan dikulit aku yang kombinasi (more to dry) ga oily sih. i'm loving it so far&nbsp;",5
"katanya si ini dupe nya glamglow. langsung aja aku beli di olshop langganan ku. teksturnya kental bgt, bau nya mint kaya pepsodent. pas di pake agak susah di ratain sih, pas udah di cuci bau nya masih aja kerasaan dan emang ngecilin pori, ngempesein jerawat juga",5
"pertama kali mendengar harganya sangat luar biasa mahal untuk sebuah skincare yang berukuran hanya 50ml, tapi percayalah harganya sangat sebanding dengan kualitasnya.tidak akan menyesal menghabiskan uang untuk produk ini.\u00a0cukup dipakai sekitar 15 menit atau dibawa tidur. hasilnya anda rasakan berhari-hari. cukup seujung jari saja anda bisa menggunakannya untuk seluruh wajah anda. awalnya akan terasa sensansi panas dingin tetapi tak lama kemudian masker ini akan terasa dingin dan menyejukkan. cocok untuk anda yang kelelahan sehabis kuliah atau bekerja. masker ini akan melembabkan kulit dengan begitu sempurna.",5
"sekarang merupakan salah satu matte lipstik favorit saya!  formulanya enak, tidak berbau, mudah diaplikasikan dan pigmented!  staying power tidak terlalu lama, kalau makan dan minum cantik, sih, masih ada stain cantik. tapi kalau sudah makan besar, hilang sudah, tinggal sisa.  walaupun matte, sama sekali tidak menyebabkan bibir kering dipakai  seharian. pakainya pun mudah sekali, tidak seperti lipstik matte lainnya yang kadang seret.  packagingnya cantik, classic! bentuk ujungnya yang agak kotak juga membuat gampang gambar lipstik di pout-nya.  warna ini bukan warna favorit saya, tapi tentu ini bukan ct matte lipstik terakhir saya, masih dalam pencarian warna yang pas!",5
"ini brush pertamaku , harganya mahal banget since byk kabuki yang lebih affordable. tapi kualitas bulunya, bagus banget! halus dan ga pernah rontok. hasil aplikasi powder juga bagus bgt flawless jadinya. cinta banget sama brush ini, moga moga awet terus.",5
"suka banget sama aroma coklatnya, bikin relax gitu. hampir sama sih sama seri lainnya, ngangkat sel2 kulit mati dan bikin halus kulit. harganya bener2 murah banget. tapi sayangnya susah banget nemuin seri yang ini.",5
satu yg disayangkan dari produk ini. udah discontinue. hiks. sedih. padahal ini satu2nya lipbalm yg oke menurutku dari sekian banyak lipbalm maybeline. warna pinknya cantik. pas banget dipake sehari2. kemasannya juga mungil gak makan tempat. harganya murah,5
"waktu itu beli ni krn lg diskon 60%, harga nya jadi murah banget jadi 60rb akhirnya beli deh.. saya beli warna light, shade paling terang. saat ni cc cream max factor adalah favorit saya, setelah saya coba pakai ternyata cocok sekali, warna nya pas, bisa mengcover bekas jerawat saya dgn cukup baik, meskipun masih saya tambahib concealer sedikit tp sejauh ni bagus. hasil nya matte, gak berminyak. klo saya tutup dgn bedak jadi awet sekali, tahan sehariab. halus jg menutup pori2 jg merawat kulis wajah saya krn saya rasa jadi semakin halus kulit saya. cc fream ni akan selalu menjadi favorit saya setelah saya lama nyerah dgn bb cream.. akhirnya saya menemukan yg cocok utk wajah saya",5
"lagi doyan banget make liquid lipstick ini, sampe nyari ke mana-mana karena shade-nya lagi susah banget, sold out di banyak olshop.  packaging: bentuknya yang persegi, kurang handy. saya lebih suka liquid lipstick yang rounded, jadi ditaruh di kantung tas nggak ninggalin bekas dari edges nya.  texture: awalnya diaplikasikan cair, sedikit creamy. tapi beberapa detik kemudian langsung kering banget, nempel di bibir. jadi, baiknya pake pelembab dulu biar nggak pecah-pecah jatuhnya.  color\\\\/shade: birthday suit ini populer dan best seller di mana-mana, karena cocok dipake oleh banyak orang dengan tone kulit beragam. tadinya saya ragu karena tone kulit saya lebih ke cool daripada warm. taku bakal pucet jadinya. eh, ternyata nggak lho. ajaib. biasanya pake lipstick warna nude, wajah saya bakal terlihat kusam. ini enggak.  endurance: sekitar setengah hari. sesudah makan, akan sedikit berkurang. tapi dibandingkan merek lain di kisaran harga sama, sleek matte me ini paling tahan lama menurut saya.  price: harganya lumayan terjangkau, sekitar 140 ribuan kalau di olshop.",5
"love love their scents. wanginya herbal bgt bikin ngerasa kayak di spa. setelah pemakaian rasanya kulit bersih banget semua kotoran terangkat.i love their branding. sayangnya produk"" aesop sedikit overpriced dgn kualitas yg ga jauh beda dgn harga yg di bawahnya.\u00a0",5
"face wash ini ringan banget, tidak berwarna dan tidak wangi, biasanya saya pakai untuk mencuci wajah dari kotoran ringan (bukan make up yang berat). judulnya sih whitening series, tapi memang produk hada labo ini aman, sama sekali tidak bikin kulit putih dengan instan, tapi lebih ke mencerahkan kulit.",5
"pertama suka bgt wanginya, reapply berkali-kali biar kerasa terus. terus seperti lip balm nivea lainnya, lip butter yg ini juga melembabkan sekali, paling enak dipake malam hari. isinya juga banyak jadi gak terhitung mahal. bakal repurchase lagi utk wangi yg lain,",5
"pakai masker ini karena direkomendasi sama ba skinfood nya, dan it turns out jadi suka sama masker ini karena wangi strawberry berasa banget dan scrubnya juga okay untuk muka saya, saya pakai 2 kali seminggu, setiap abis pakai kulit berasa halus dan kenyal",5
ini bb cream yang pertama kali ada di muka bumi ini waktu itu aku kelas 1 sma waktu aku beli udah5tahun yang lalu dan aku langsung seneng cobain karena ini bagus dan cocok di kulit aku dan isinya banyak jadi bisa awet banget aku pakeknya,5
"karena sunscreen ini water-based, jadi nggak ada white cast atau rasa muka lengket, berminyak, atau licin kalau pakai sunscreen ini. rasanya ringan, nggak menambah 'beban' di muka, seperti nggak pakai apa-apa. 1 tube rasanya nggak habis-habis walaupun dipakai setiap hari. pokoknya, favorit sunscreen!",5
"perfect peachy pink nude for my lips! my go to lippie kalau lagi bingung mau pakai warna apaa. dan warna ini cantik banget kalo dipaduin sama riasan mata yg smokey atau cukup pakai eyeliner dan mascara aja. cocok buat semua skintone sih kalau pakai warna ini, recommended! :)",5
"waktu bibir pecah2 dasyat karena perbedaan musim dan suhu yang signifikan, ga sengaja ada ini di supermarket. pas beli dan pakai, hasilnya bagus banget. besokannya bibir lembab dan pecah2 berkurang, pemakaian ketiga kali bibir udah kalem. dan hingga kini saya nyetok buat dipakai kalau habis. kekurangnnya kemasan bulat agak susah dan makan temoat untuk di bawa2",5
"akhirnya setelah nunggu po karna kehabisan barang mulu dan excited mau coba! pas barang sampai ternyta ukurannya besar shayyy gatau nih akan habis kapan hehe dan wangi nya seger gitu, untuk scrub emang cukup besar jadi harus rada hati hati pakainya. aku sempet keliru sama pemakaiannya ternyata ga langsung di scrub. harus di diemin dulu di kulit wajah sekita 5-10mnt (aku dikasih tau sama temen aku yg udah lama pakai ini dan ga pernah breakout) hemm jadi itu sebabnya kemarin kulit ku rada cekit cekit :( terlalu semangat sampe langsung di scrub hehe terlepas dari itu setelah cuci muka kulit ku kerasa lebih kenyal dan lembut bangettt! aku beli ini only 95k pdahal aku biasanya liat harganya sekitar 120-160an huhuh recommended sekaliiii",5
"just got this today from female daily and i wanna say thank yoouuu~~ pas buka paketannya aku udah sedih2 seneng dapetnya shade ini karena tbh aku ngarepnya shade fleur but than i try to apply it on lips. i instantly in love with this guy!  penampakannya tube silinder begitu tutupnya bahan doff, didominasi warna kesukaan saya, item, dan badan yang transparan.  formulanya fast dry jadi ga masalah kalau kalian lagi buru2. warnanya juga super pigmented, aku ga perlu nyelup aplikatornya lagi untuk mulas seluruh bibir. dan akhirnya aku bersyukur banget karena shade ini keliatan bagus di aku! warnanya plum... aku sih liat ada undertone pink gitu (atau cuma halusinasi? lol), warnanya ga norak, somehow bikin kontras ke kulit jadi bikin muka aku cerah padahal lagi ga pake make up.  totally gonna repurchase thisss!",5
"sukaaa banget sama produk ini. pre serum ini dipakenya biasanya pas abis toner, sebelum pake essence atau serum. baunya sih buat aku kayak bau obat banget dan setelah dipake biasanya muka keliatan bersih dan muka jadi keliatan lebih seger aja setelah pemakaian beberapa lama. cuman awal2 agak susah ngeluarin produk pake pipet dan botolnya dari kaca jadi rawan banget pecah, karena sayang banget harganya termasuk mahal banget.",5
aku pake cc cream etude yang silky. awal pake berasa matte tp krn mukaku oily. lm2 malah ada efek dewy look.  although coverage minim karena mank cc cream lebih cocok dipake yang kulit wajahnya ga bermasalah. packaging juga attractive.,5
"gak nyangka bakalan cocok sama sabun muka ini. scrubnya halus, jadi gakpapa kalau dipake untuk daily. wanginya pun enak. yang paling penting, ini gak bikin muka kering pasca pemakaian, cocok banget sama kulitku yang super kering. suka! :d",5
"aku udah mulai memakai produk pencuci muka ini sejak 3 tahun yang lalu &amp; nggak pernah ganti produk yang lain karena uda cocok. suka banget sama wanginya, &amp; setiap kali habis cuci muka pasti ngerasa bersih &amp; segar banget.",5
sekarang aku ngerti banget kenapa orang-orang pada ngerave nivea lip butter-lip balm.  raspberry rose ini bener-bener comforting banget wangingnya. ini memang lebih ke scent sih kalau kata aku dibibir ga begitu kerasa karena pakainya juga nggak perlu banyak-banyak.  aku punya semua varian nivea lip butter yang baru rilis di indonesia ini dan ini yang paling aku suka. dan entah mengapa aku merasa diantara keempat yang raspberry rose ini yang agak thick dan paling enak konsistensinya di bibir. i highly recommended this flavor if you like sweet thing.,5
"akhirnya aku mencoba bioderma setelah baca reviewnya dimana2. awalnya pengen coba yang sebium, tapi krn yg sensibio ini lebih aman buat bersihin daerah mata dan bibir, akhirnya aku pilih ini. kalo habis bersihin muka pake ini, muka rasanya bersih banget. biasanya aku klo lg aktivitas keluar cuma pake pelembab, sunscreen dan bedak tabur. dibersihin pake 1 kapas, sebenarnya udah ngerasa cukup. tapi aku iseng bersihin lagi pake kapas ke-2, ternyata masih ada kotorannya. pas lagi di rumah aja, sebelum pake face wash, aku suka pake ini. ternyata pas dibersihin tetep ada kotorannya, padahal aku cuma pake pelembab. tapi kalo lg pake makeup agak berat, kayaknya bakal pake banyak kapas, jd kalo buat aku, mending buat bersihin makeup yg ringan.overall, aku suka banget sama sensibio ini :)repurchase? maybe ;)",5
"saya mencoba sk ii fte ini sewaktu kondisi kulit saya sedang breakout parah, mungkin karena faktor hormon. skincare korea favorit saya sepertinya sudah &quot;kebal&quot; dan tidak mampu mengatasi masalah jerawat yang timbul silih berganti di wajah saya. satu jerawat muncul, diobati, esoknya muncul lagi di tempat lain. begitu terus berulang-ulang hingga saya merasa tidak tahu lagi harus berbuat apa.   alhirnya atas review di female daily ini, saya mencoba sk ii. first step saya membeli starter kit nya yaitu fte, ftcl, dan repair c. memang tidak langsung instan jerawat saya hilang, namun saya perhatikan semakin lama kondisi kulit saya membaik dari hari ke hari. jerawat yang kempes tidak lagi datang di tempat lain, melainkan benar-benar hilang. dengan pemakaian teratur setiap pagi dan malam selama 1 bulan, pori-pori saya tampak lebih kecil, serta kulit saya terasa lebih halus ketika dipegang. benar-benar puas sampai akhirnya saya memutuskan untuk membeli full sizenya.",5
"this is one of the best product i ever purchase. ga nyesel sama sekali! pertamanya beli ini karena iseng coba-coba, tetapi setelah coba bener-bener happy dan ga mau pindah ke lain hati (lebay) hahaha. dari tekstur scrub yang pas (ga terlalu kasar dan ga terlalu halus), wanginya, sama kelembab-an nya. efek yang dihasilkan sehabis pakai produk ini juga bener-bener memuaskan, kulit terasa halus, lembab dan terlihat dewy seperti habis pakai body lotion. puas banget sama produk ini sampai beli body butter dengan type sama. totally worthed it dan recommended :):)",5
"seol whithening sun bbc ini oke banget, gak oxy, nempel seharian, gak bikin jerawatan, dan glowing seharian juga. bikin muka lebih cerah dan halus. suka banget, sayang harganya mahal banget bikin gak sanggup repurchase full size.",5
"sebagai pecinta peel off mask, ini my hg mask. teksturnya pasti kental ya, agak lengket. wanginya herbal yang enak banget. aku suka pakai ini sebelum tidur, sampai ketiduran. saat di peel off agak kerasa nyelekit sedikit, tapi aku malah suka. hasilnya kulit terasa sekali lebih bersih, komedo keangkat, lebih cerah, dan iya jerawat agak kempes tiap habis pakai ini. pasti repurchase.",5
udah repurchase ini berkali kali seneng banget karena gampang banget ngebersihan muka dari make up yang aku pakee gaperlu repot repot double cleansing dan dimukaku pake ini ga kering dan ga ngerasa ketarik,5
"aku suka banget sama warna bright pink ini, sariayu emang hebat banget deh untu urusan lipstick, long lasting, pigmented, good texture dan moist. lipstick ini cocok di pakai siang atau malam dan dapat menutup bibir yang hitam sekalipun..",5
"suka sama bb cream ini , ringan banget di wajah cuma waktu itu aku beli shadenya keterangan jadi aku gak pake lagidan ini gak bikin wajah ku kusam dan berjerawatdan packagingnya cewek bangett pink gitu",5
"yes!! finally i found the other essence, menurut saya sih ini better dibanding sk ii. ga tau kenapa, cuma essence ini ga lengket kalo saya applykan diwajah. beda sama sk ii. saya pribadi menggunakan essence dari sk ii agak sedikit lengket. dan don't know why after using this wajah terlihat lebih glowing ajah. back to yang namanya cocok2an sih cuma. this is one it's good one too.   saya seneng ajah makenya, dipake selang seling juga sih sk ii fte. hasilnya sama2 bagus ko' so far. worth to buy too. for me yang penting lebih sehat ajah kulit pada area wajah.",5
"untuk sebuah produk pelindung dari sinar uv (spf 50), whitening derm definition ini sangat mudah menyerap dan tidak lengket (tidak seperti sunblock pada umumnya). saya gunakan produk ini waktu ke bali dan bermain-main di pantai, siang hari. kulit saya tidak meraaaaahh dan tidak terbakaar.. subhanallah, sudah bertahun tahun saya pakai sunblock tebel-tebel di muka tapi masih aja merah kebakarr. sedangkan produk ini berhasil melindungi kulit saya dari sengatan matahari. puas bangett rasanya, abis itu saya pake tiap hari (tapi tipis-tipis aja, soalnya mahal) :'(",5
"ini serum versi terbaru dari cellumination essence ex. pertama kali nyoba, langsung jatuh cinta sama wanginya. dibandingkan serum whitening kayak sk ii whitening power spots specialist, serum ini bisa memberikan efek hidrasi di kulitku, ga ngeringin kayak wpss. ini juga bisa bantu menyamarkan noda bekas jerawat dan yang pastinya mencerahkan.",5
"on my second purchase! suka banget. abis pake masker ini tu langsung muka nya kaya cerah banget! aku suka wanginya khas mint2 gitu...teskturnya juga oke...yang paling penting ya itu bener2 bekerja langsung. packaging juga bagus. sayangnya dia exp date nya cpt bgt, jadi aku selalu beli yang kemasan kecil (which is lebih mahal kalo diitung2).",5
"walaupun harganya 400rb an , tp kita dapet refillnya jd itung2 dapet 2 biji lah  wangi nya enak banget soft gitu gak kyk bbcream\\\\/foundation laen yg baunya bau foundation banget... ini wanginya kyk lotion gitu terus dipakenya juga merata banget , gak keliatan berdempul dan putihnya jd kyk korea2 gitu wkwkwkkw  tapi katanya klo spf 50 d bersihinnya harus pake makeup remover ya, ga cukup sabun aja",5
"my fave exfoliate mask! sudah banyak yang review dan rating nya yang bagus, pasti produknya worth to try. aku sudah pakai ini cukup lama dan sudah mau hampir habis, dan gak sabar buat pesen lagi.. :) black sugar mask ini dipakai dengan keadaan kulit wajah agak basah, bisa sehabis pakai toner atau basahin sedikit kulitnya.. butiran gula memang agak kasar dan gede-gede makanya dibutuhkan kondisi kulit yang basah. biasanya sekaligus buat exfoliate bibir juga, jadi nya bibir kita juga ikutan lembut. hehehe.. biasanya aku exfoliate lembut dengan arah memutar keluar setelah itu didiemin kurang lebih 15-20 menit. sehabis dibilang kulit nya akan berasa bersih dan lembab. aku pakai ini seminggu sekali.",5
"my current favorite mask! glamglow youthmud ini emang hypenya gede banget, but i find it worth the raves. bikin kulit cerah, bersih da kenceng. pori-pori keliatan lebih kecil (mungkin karena kulit lebih kenceng) dan blackheads juga keangkat. setelah beberapa kali pemakaian, kulit saya makin keliatan cerah dan glowy. teksturnya agak thick, tapi gampang di-spread ke seluruh muka. lucu banget masker ini karena masih ada daun-daun tehnya yang nempel gitu. and i love the calming smell too!",5
"aku punya jenis kulit sensitiv jadi ga bisa pakai sembarang produk, tapi ternyata setelah coba scrub ini aku cocok dan aman2 aja. cukup dipakai 2x seminggu, biasanya aku pakai ini dulu terus lanjut pakai face wash. hasilnya wajah jadi enteng, halus, dan lebih segar. dia ga punya aroma yg menyengat, cuma agak bau mint gitu. so far produk ini oke bgt and i love it\u2764",5
"pakai sabun ini sejak 2 tahun lalu, direkomendasiin oleh dokter spkk langgananku karena kulitku rentan alergi dan super sensitif. awalnya berasa aneh waktu mandi dan cuci muka pakai cetaphil karena gak ngeluarin busa haha, tapi lama-lama terbiasa. hasil yg jelas kulihat kulitku jadi lembut dan gak kering lagi bahkan ketika tidak pakai body lotion tidak kering :) masih setia dengan sabun in isampai sekarang, tapi memang harganya cukup mahal",5
suka banget ma warna2 lipstiknya. apalagi yang no 34 tuh yaa. pas banget ama warna bibir ku. kelihatan natural banget. bahan lipstiknya juga tuh nggak bikin bibir berminyak kayak makan gorengan. nempel banget dah di bibir. pokonya kudu wajib beli kalo udah habis.,5
"isinya lumayan banyak, harganya murah aku beli sekitar 90 ribuan, baunya juga enak, setelah pakai ini rasanya kulitku lebih lembab, sejauh ini blm ada efek samping sih :) kalo untuk lebih cerah sih blm ada perubahan hehehehe gk bikin wajah jerawatan juga",5
