review_text,review_rating
"ini lipstick mauve kylie jenner pertama aku, pas liat di review nya bagus dan sering sold out,langsung ambil,pas dipake ternyata suka banget sm warna nya, rosy mauve, agak gelap dibandingkan sm nyx natural dan tea rose,trus jadi suka sm warna sejenis ini mulai lah serching lagi lipstick lain nya,, aku suka hasil matte nya,praktis di bawa,gampang di pake,dan ga mudah patah, over all suka sm lipstick ini,",5
"banyak yang tanya ngapain beli sponge mahal2???? untuk menghasilkan makeup yg flawless and its work  hanya butuh sedikit berlatih, agar tangan terbiasa  conturing jadi perfect dengan spoge ini buat makeup junki emang ini wajib bget di beli",5
"bagus bangetttt! bentuknya powder, saya pakai setelah pakai bb biasanya.  ga buat muka keliatan pakai topeng tapi saya tetap dapat manfaat sunscreen nya ^^  spf nya tinggi dan daya tahan nya buat tambah jatuh cinta.  love &lt;3",5
"karena ini synthethic brush, ketika brush ini dicuci akan cepat kering. selain itu performance brush ini bisa dibandingkan dengan brushes yang bagus lainnya seperti sigma, tapi dengan harga yang lebih murah.",5
"setelah membaca sedikit review dari temen-temen, aku mau bagi pengalamanku. bb ini skrg yg jadi bb fav aku, fyi kulit aku dry. kalo pake cream ini coverage-nya keren! semua tekstur kasar di muka tuh ilang, bahkan ga pake bedak lagi jg ud ok. sayangnya hasil akhirnya ngak matte, walaupun ga lengket n cakey tapi ngak matte aja gitu. kadang saya suka retouch dengan bedak tipis supaya ngak mengkilap.",5
"suka banget sama masker ini buat dijadiin spot treatment, baru pake seminggu bekas jerawat udah lumayan pudar, jerawat lebih cepet kering, buat hidung pun komedo udah lumayan banget berkurangnya, walaupun ga bisa ngilangin bekas kemerahan sih tp paling ga, ga bikin jerawat jd parah :d",5
"kemasannya imut lucu, pas dipouch kecil. dan hasil dd cream ini cocok dgn warna wajah, hasilnya tahan bbrp jam pakai loose acne powder.. nggk breakout padahal wajahku tipe berjerawat.. natural nggk berlebihan. pakainya sedikit aja... yang paling suka adalah cream ini ringan banget..... ????????????",5
"my favorite! walaupun banyak yang bilang baunya aneh, bikin kering banget, itu ga berlaku di aku.. warna dan staying powernya sih yang bikin suka banget..masalah bikin kering mungkin emang harus pinta pintar akalin kali ya.. dan aku sampai punya back up 1 yg belum dibuka. hihig",5
"walau produk ini multi fungsi dan intinya untuk melembabkan, saya menggunakan produk ini sebagai lip treatment saya yang terbaik!   bibir saya termasuk sensitif, banyak lip balm sudah saya coba, tidak banyak membantu, malah entah kenapa, bikin tambah kering bibir saya. sejak saya menemukan pure shea butter ini, saya selalu pakai tiap pagi dan malam sebelum tidur. hasilnya bibir saya jarang sekali kering, kecuali kalau ketemu lipstick yang benar-benar bikin kering.  bahkan saat saya pergi ke negara yang sedang musim dingin pun, produk ini bekerja dengan sangat baik. hanya saja saya aplikasikan lebh sering.  packaging-nya yang kecil dan praktis, sangat memudahkan dibawa kemana pun walau saya lebih sering pakai di rumah, kecuali pas traveling.  walau kecil, produk ini bisa dipakai cukup lama, kira-kira 3-4 bulan. jadi value for money.",5
"isinya banyak banget, sepertinya ga habis-habis aku pakai padahal kalau sekali pakai kayanya banyak banget ngelulurin badan hahaha bau nya enak khas olive nya tbs lah, aku paling suka juga bau oilivenya tbs, kalem gitu, efek pemakaian body scrub ini luar biasa, aku kadang engga pernah pakai sabun lagi abis pakai scrub ini, kulit jadi halus banget, kulit mati keangkat semua plus wanginya olive yang bikin relax juga pas udah mau dibilas hehe suka pokoknya, kalau abis bakalan repurchase kok!",5
"sunscreen ini aku suka banget...(+)cepat nyerap&nbsp;(+)ga bikin muka kita jadi kilang minyak(+)dibagian kulit kering melembabkan(+)saat di re-apply itu bikin adem dan gak keliatan numpuk(+)kalo foto pake flash aku ngerasa dia bikin muka aku ga keliatan ""putih"" bangetaku suka banget kalo sunscreen ini aku campur dengan sedikit foundie, jadi teksturnya mirip tinted moisturized. dan bikin makeupku jadi tahan lama! uh luv banget sama sunscreen ini",5
"pake facial wash ini, kulitku terasa bersih dan gak bikin kering padahal ada kandungan bha nya. teksturnya yang mirip cream cleanser bikin aku betah cuci muka. harganya juga sangat affordable untuk kualitas yang oke punya semacam ini. gak kalah deh sama facial wash mahal yang lain asal jangan sering-sering dipake, malah jadi terlalu kering.",5
"beli ini pas ada clearance sale di guardian gitu jadi 30rb an dan ga langsung mikir panjang beli aja gede juga soalnya. enak banget dipake walaupun butiran scrub nya gede tapi ga bikin pedih atau gimana gt, baunya juga lucu wkwk kusuka pokoknya. sayang sekarang di guardian udah discountinued gt jadinya harus beli online dan cukup mahal juga jadi 150 ribu an",5
"bbrp kali lihat, br putusin untk beli. ternyata harganya cukup murah dilihat dr quantity yg kita dapat. 1 jar itu full padet sama bubuk clay nya. gada bau aneh2 dr masker ini. memang agak repot pakainya bagi sebagian orang krn harus di mix dgn air, tp hasil dr clay mask ini cukup bagus. no funny weird feeling, gak ada clekit2, gatel, ataupun burn sensation saat masker ini di apply. hasilnya pori2 wajah lebih bersih, jrwt lebih cepat mateng atau pop by it self lalu kering. yg di sesali hanya kemasannya, gada plastik pemisah. jd buka tutup jar nya pasti serbuk2 clay agak bertebaran.&nbsp;",5
"+ nice pinky white swirls packaging + actually has bubblegum smell although at first i'm afraid terlalu wangik santen xp + beneran ekspres kilat banget bikin bibir alus lembut + tutupnya gak ada gap jadi bersih dan aman gak kotor nempel  akan repurchase, ",5
"hands down to the best nude lipstick for me. semenjak punya ini, kalau mau coba lipstick nude bandingin warnanya sama ini mulu. velvet teddy nih nude beige dengan hint rosy colour dan warm undertone. walaupun matte dan nude, velvet teddy ini cukup opaque tapi lembut di bibir dan gak crumble. recomended banget buat yang pingin nyoba nude lipstick..",5
"pada dasarnya aku suka semua produk himalaya yg beredar di indonesia. inipun sudah aku coba dan bagus. tapi krn berscrub tidak aku sarankan pemakaian sehari hari sih walau klaimnya aman. krn tetep aja lama lama berasa kering muka kali pake ini trs. untuk ngilangin komedo sih gak berasa ngebantu. tp enak krn gak banyak busa, scrubnya kecil2 nyaman dikulit",5
"finally sangat bersyukur dipertemukan dengan gizi facial foam. kulit wajah berasa lembab dan lembut..&nbsp; gizi facial foam terbuat dari bahan herbal dan bebas deterjen, thats why kenapa aku jadi sukaak banget sama gizi facial foam ini :)",5
"recommended banget buat yg punya acne prone skin! aku udah pake produk ini selama 5 bulan and super impressed! nggak ribet pakenya, krn udh dalam bentuk pad, &amp; travel friendly krn g perlu bawa kapas. pas pertama kali pake sempet skeptis, soalnya udh nyobain banyak produk &amp; bruntusan tetep disitu atau bahkan lebih banyak. setelah 1 bulan pertama, merah2 mulai berkurang walaupun bruntusannya masi ada. setelah 2 bulan pake, alhamdulillah, mulai lumayan mulus walaupun bekas2 masi ada disana sini. produk ini nggak ngilangin bekas sih, tapi alhamdulillah semua bruntusan ilang &amp; nggak bikin muka kering. sekarang sampe harus stock up dirumah krn takut kehabisan. love this product so much!!",5
"saya kira tadinya ini pelembab dan akhirnya baru ngerti kalau ternyata yang dimaksud lotion adalah toner. meskipun awlanya kecewa, tapi akhirnya dipakai juga dan hasilnya cukup memuaskan. tekstur lotionnya yang encer dan warnany yang bening seperti air, relatif cepat menyerap di permukaan kulit, dan hasilnya bikin kulit jadi lebut dan kenyal. awalnya, kulit saya terlihat gosong dan lebih gelap. tapi setelah beberapa kali pemakaian, kulit kembali seperti semula. saya pakai lotion ini kemudia ditimpa dengan krim malem. hasilnya seperti booster, krim malam jadi makin optimal efeknya. kulit wajah terasa lebih cerah di pagi harinya. di siang hari, pakai ini sebelum pakai pelembab dan bb cream. hasilnya make up lebih tahan lama dan nempel sempurna.",5
"bagus! :)  harum pulaaa, aku suka :)  duh ini memang membuat kulit kamu moist di pagi hari setalh malamnya kamu apply :)  aku sih suka dengan hasilnya, memang agak mahal brand ini tapi ok menurutku sepadan dengan hasil nya ^^",5
"aku sering banget liat reviewnya oleh blog-blog beauty, di amazon, bahkan di vlog di youtube. masker ini nge-klaim kalau dia masker paling powerful di dunia. banyak juga yang bilang kalo ini dupe dari glamglow mud mask (yang mahal itu) bahkan bukan dupe, tapi lebih bagus dari glamglow. gimana enggak pengen nyobain cobaaa?.pemakaiannya agak ribet karena mesti diracik dulu. kalau aku gini: 1 sendok makan cuka apel + satu sendok makan masker aztec (gunakan sendok dan wadah dari plastik\\\\/kayu\\\\/melanin, jangan dari metal)supaya adonannya fluffy, mudah diaduk, dan mudah diaplikasikan diwajah, kamu perlu tuang dulu cuka apelnya di wadah, lalu baru masukan masker aztecnya sedikit-sedikit sambil diaduk.&nbsp;.untuk bikin masker ini sebenernya bisa juga dicampur air hangat (ingat ya, air hangat, bukan air biasa, karena kalau air biasa susah banget bikin adonannya), tapi rasanya kurang nampol dan kurang ketarik-tarik gitu dibandingkan pakai cuka apel..masker ini keringnya lama banget, aku biasanya perlu waktu hampir 30 menit, pas awal-awal maskernya hangat, trus lama-lama jadi celekit-celekit dan kayak ketarik-tarik pas mulai kering sampai susah ngomong. jangan peel off (kopek) masker ini apa lagi buat nge-scrub. karena sakit banget dan nanti wajahnya bisa iritasi. buat nyuci wajahnya lebih baik pakai bantuan air hangat dan waslap supaya lebih mudah..muka aku acne prone, dan super berminyak, dan kebetulan saat itu lagi ada 3-4 jerawat, jadi pada saat itu aku pakai masker ini selama 4 hari berturut-turut, untuk nge detox wajah aku, ngilangin minyak-minyak, serta ngeringin jerawat, and it works. harus diingat, setelah pemakaian masker ini wajib banget pakai moisturizer, karena masker ini bener-bener bikin kering..setelah masalah jerawatku tuntas, aku cuma pakai masker ini seminggu sekali aja. sayangnya, belinyaharus online dan ini mahal banget buat gue kalo beli se toplesnya (?), tapi memang isinya banyak sih jadi bisa dipakai lamaaa banget.&nbsp;",5
"coba punya temen, &nbsp;langsung pengen beli. dipake sebelum lipstick matte, bikin lispticknya bagus, ga pecah2. kemasannya juga lucuu, kombinasi warna2nya imut, cuma tutupnya aja yang kurang bagus. suka copot dan rawan ilang. ini recomended :)",5
sangat cocok dan efektif untuk scrubing. hanya sedikit olesan saja sudah dapat mengangkat kulit mati dan kulit terasa lebih cerah dan halus setelah beberapa kali pemakaian. aromanya lembut. disarankan pemakaiannya saat kondisi badan belum terkena air,5
produk facial foam yang cocok digunakan untuk kulit normal berminyak. mengandung ekstrak apel yang bermanfaat sebagai antioksidan yang baik untuk melindungi kulit dari radikal bebas. facial foam apple cocok untuk kulit normal.,5
"suka suka suka bgt pake scrub ini, aku pake hampir tiap hari, hasil.y kulit jd lembut, noda wajah lama lama hilang, n jd jarang jerawatan, efek.y itu lembut tp bersih, puas bgt pake scrub ini dan aman2 aj tuh dpake tiap hari...\u00a0",5
"semenjak aku tau kalau vienna body scrub ini memiliki kandungan yang kumplit sperti : aha, collagen, multivitamin, milk, dan uv protector. aku langsung memutuskan untuk beralih dari body scrub sebelumnya... *sstttt ga boleh di kasih tau dong apaan :) karena karena karena... bener banget setelah pake body scrub yang ini beda banget.. waktu aku gosokin ke permukaan kulit pokoknya kerasa banget lembut nya dan ga kasar.. setelah pemakaian terbukti kulit langsung terasa lembab dan permukaan kusam menjadi lebih cerah... setelah itu aku lanjutkan pakai naturale... semacam body bleaching gt... naturale bakalan di review lagi ya.... nanti",5
"sejauh ini jd scrub favorit aku! harganya murah dan gampang dicari. abis pakai lgsg keliatan gitu ngangkat kotoran dan muka jd halus jg cerah. wanginya enak, butiran scrubnya cukup besar tp gabikin sakit kulit wajah ataupun breakout. pengen nyobain face wash nya juga nih jadinya",5
"harumnya bikin ketagihan!! persis banget harum permen sugus hehe. ini enak banget dipake, tapi jangan ketebelan. moisturizing banget, shea butternya sangat melembabkan bibir dan sangat awet untuk ukuran sekecil itu (aku udah setahun tapi masih awet) . amazing product!",5
"been using this lip balm a lot. aku seringnya pakai ini di siang hari aja karena mengandung spf. aku beli ini karna baca dari fd, pas bibir aku lg pecah bgt pas puasa. setelah pake ini, pecah2nya berkurang bnyk banget. so happy! aku juga suka banget dgn lip balm ini karena nggak sticky &amp; greasy, which i really hate. beda same lip balm lain yang kyknya sticky banget, rasanya risih gitu. so i definitely gonna repurchase this someday!",5
"sudah tau brand ini sejak lama krn suka banget baca ttg korean skincare dan trnyata  sulwhasoo itu jd number 1 skincare disana. penasaran sama produk high end korea ini, nyoba sample size dan sangat sangat worth it!  seminggu make muka jd haluus, pori ngecil, daerah idung jg jd alus. hehe. and i think i cant live without it ",5
akhirnya nemuin pembersih make up yg sangat canggih. pertama beli langsung ngerasa bedanya pakai bioderma sama produk lain. karena hampir setiap hari pakai make up dan bersihin cm pakai sabun aja jd gampang jerawatan. setelah pakai bioderma jerawat ga sering muncul. love this product so much ^^,5
kalau mau efek pemakaian bb cream ala ala artis korea yang terlihat flawless tapi ada touch of shiny nya wajib coba ini. pemakaian cukup tipis saja... hasilnya akan bikin muka glowing...  ngga perlu aplikasi bedak lagi setelah pake ini :),5
enak banget pake ini rasanya adem dan ringan karena cepat meresap ke kulit. gel ampuh kalo aku lagi iritasi ataupun gatal karena biang keringat. bisa juga diaplikasikan setelah kulit terasa kemerahan karena berada lama dibawah sinar matahari. gel multifungsi jadi selalu aku repurchase kalo habis,5
"ini adalah cleansing mask favorit aku, awal tau menard dari para suhu-suhu female daily dan beauty blogger yang banyak ngerave produk ini, dengan harga yang affordable masker ini benar-benar terbukti membersihkan muka aku, isi nya berbentuk clay berwarna hijau dengan ukuran 90gr, aku rasa masker ini bisa dibawa kemana-mana pada saat travelling atau pun treatment di rumah, aku pakai ini seminggu sekali dan pada saat weekend saja hehehe  masker ini engga bikin kulit aku kering sama sekali, awalnya sempat was-was karena kulit ku sensitif ternyata malah enak sekali! kulit berasa bersih banget sehabis pemakaian ini, oia jangan lupa membersihkan masker ini dengan benar ya, soalnya bakal ada residu-residu hijau yang tersisa dimuka kamu hehehe",5
"pakai ste ini karena ikutin demam ste... tapi aku suka hasilnya.. aku pakai sesudah bersiin makeup, langsung di tepuk tepuk di wajah dan hasilnya memang wajah lebih cerah, kulit lebih lembab dan ada juga bekas jerawat yang memudar,.",5
"i don't like skin care products that have sticky texture dan lama menyerap di kulit, jadinya lumayan picky sama sun protection. setelah coba ini suka banget, karena teksturnya ringan dan gel like, cepet meresap di kulit without any sticky feeling. ga bikin mukaku tambah oily dan ga nyumbat pori-pori aku, a major plus point buat yang kulitnya gampang jerawatan dan komedoan kaya aku. one of my favorite drugstore product.&nbsp;",5
"untuk ukuran sunscreen ber spf 50, water based, gampang menyerap di kulit, dengan harga di bawah 50 ribu, skin aqua uv moisture milk ini worth to try banget. apalagi sering diskon sampai 50% di supermarket.",5
"lipstick ter favorit so far, baunya enak, gampang pakenya, gak kering dan tahan lama. untuk harian saya pake antwerp\\\\/stockhlom sayangnya beberapa warna gak ada di counter resmi indonesia jadi harus beli online",5
"beuaness ini boleh dibilang booster, jadi pemakaiannya sebelum skincare lainnya setelah kulit muka dalam keadaan bersih. pemakaiannya memakai kapas dan ditepuk-tepuk di muka. efeknya yang langsung terasa, muka lebih segar saja. tapi untuk jangka panjang, beauness ini mengurangi kemerahan di wajah dan memberi dehidrasi yang bagus sekali.  kalau kulit wajah sedang iritasi, kemerahan, ada bruntusan. pemakaian beuaness ini akan sangat membantu sekali. sangat cocok untuk kulit yang sensitif.",5
"aku pikir bb cream itu selalu tebel dan ga natural, tapi setelah keracunan female daily dan nyobain bb cream ini wooooow ternyata bb cream bisa juga terasa ringan, keliatan natural dan ga bikin komedoan. coverage medium, oil control oke... apalagi yang bisa kuharapkan dari sebua bb cream",5
"love this product soo much! suka banget wangi &amp; efek mint-nya yg dingin di bibir, bikin seger. punya shade 220, 225, &amp; 230 (&amp; msh pngen + lagi), so far my fave is 225, di bibirku yg sedikit gelap warnanya jadi merah tua, cocok kl lg pngen pake lipstik merah tp ga mau keliatan mencolok, warnanya jg bikin muka jadi lebih cerah. buat yg suka shocking pink 220 bagus jg tp sy lebih suka balm stain shade 025. kl yg 230 warnanya nude, bagusnya dipadukan dengan colorburst lipgloss yg 032.",5
"the best bb cream ever! sebelum pake missha aku dah nyoba maybelline, wardah, etude, giordani, belum cc cream sama foundie nya masih banyak lagi. tapi aku paliiing suka sama missha ini. dia blendable banget. dia coverage nya pas. enteng banget di muka kayak cc cream. staying powernya bisa sampe 6-7 jam, itu juga nggak sampe oily banget cuma jadi glowing gitu. dia juga bikin efek muka keliatan mulus. nggak bikin jerawat di kulit sensitifku.&nbsp; belum lagi produk ini udah ada spf nya yang termasuk tinggi juga, jadi all in one banget..  kalo kekurangannya sih wanginya yang kayak emak emak aku kurang suka, sama bikin komedo rada muncul mucnul gitu. tapi gapapa, bisa diakalin kok :)",5
"aku suka banget lipstick dari sleek ini. setelah fandango purple,brithday suit ini yg jadi benda kesayangan.. apalagi  packaging nya cantik, elegan, warna nya bagus, nude mauve pink.tapi pas dipake ke bibir ga pucet..  smoga masih terus di produksi sampai nenek&quot;, haha.. ya i will purchase this amazing product.....",5
micro essence ini mirip dengan fte skii tapi banyak sekali bedanya pertama dari teksturnya enggak secair fte yang benar cair seperti air. wanginya juga enggak se strong fte . saya kombine ini dengan anr serum dan hasilnya makin optimal. micro essence ini bisa dipakai juga sebelum serum rstee lauder yang lainnya.,5
suka banget sama masker ini... cara pakainya kalau aku pakai kuas.. terus dioles tipis keseluruh wajah.. bisa dipakai seminggu sekali atau pas mau ada acara kaya kondangan atau acara yang bermake up ria n berfoto2 ria gitu... jadi sebelum makeupan bisa maskeran pake youthmud ini dulu... abis itu dibersihinnya gampang banget.. tinggal dibasuh dengan gerakan memutar... hasilnya kulit realy glam and glow... hehehe.. kenyal banget.. moist.. bersih banget... kalau abis itu makeupan jadi lebih nempel dan gak gampang minyakan saat tengah hari... komedo yang bikin idung gradakan juga babhaay.. hehehe.. serius... cuma pedes (tingling) diawalnya aja sih yang bikin bete...,5
"favorit! selalu repurchase, kl lg bosen atau pgen nyoba yg lain pasti ujungnya balik lagi kesini, enak d pump lgsg kluar busa, muka ga kerasa ketarik dan bersih juga ga wangi aneh aneh. favorit deh harganya jg pas gampang d dapet juga\u00a0",5
"tofu mask cathy doll ini aromanya enak seperti harum kue, gampang diaplikasikan, lembut kayak jelly tapi jelas bukan, dingin kalo digunain dan lama keringnya (berasa langsung pengen tidur nungguin kering).hasilnya jelas melembabkan, dan jika pemakaian rutin bisa mencerahkan warna kulitkekurangan sih cuma kuas \\\\/ spatula untuk ambil produknya nggak ada, mungkin bisa ditambahin kali ya kedepannya.hehe",5
"suka banget sama masker ini! pas awal dipake rasanya kaya agak panas&amp;menggigit tapi itu cuma sebentar, setelah masker bekerja &amp; kering, rasanya benar-benar terasa fresh bgt, wanginya pun enak. kalo di aku, masker ini ngebantu untuk ngontrol minyak di daerah t karena setelah dicuci, muka terasa bersih, lebih kenceng dan pas ngaca kelihatan fresh bgt.",5
"lumayan suka dengan bb cream revlon ini, plus : mudah di applay sudah lengkap,mngandung moisturiser dan fondation skligus ga seberat fondation, jadi nyaman di paki sehari2 covered so-so oil control so-so minus : cuma kurang tahan lama aja, kalo habia wudhu butuh touchup  but at all ini keren kalo mau di pakai foto, claim photo ready and its happen,, bb cream dengan harga menengah, patut di beli",5
"suka bangeeet sama body scrub wardah yg olive ini. harga terjangkau, butiran scrub ga terlalu kasar, aromanya lembut dan relaxing, ngasih efek melembabkan. enak banget kalo lagi di rumah dan pake ini, seharian jadi wangiii :)",5
"first care serum sulwhasoo ini lebih dari sekedar serum. mulai pake februari 2013, pertama agak aneh, tp begitu sdh di pake di wajah langsung terasa perbedaannya dgn serum brand lain.  aroma ginsengnya begitu terasa, dan bikin rileks. cepat meresap dan ga berat di wajah.   biasa pake slalu sbg langkah awal perawatan di malam hari atau step awal dandan.  setelah ikut beauty class sul kmrn baru tau banyak bgt fungsi dari fcs sul ini. jd penasaran dan langsung nyobain di pake di daerah kaki yg ada bekas gigitan nyamuk, baru pake essentrue body serum.   penasaran untuk mencoba di kulit kepala atau rambut yg kering. tp msh takut2...hehehehehehehe.... ga salah kalo fcs sul ini jd best seller,  setelah pemakaian teratur, kulit wajah memang menjadi kenyal, lembut. komedo jg jd gampang di keluarkan dan tdk perih. pemakaian fcs sebelum cream perawatan lainnya jg membuat cream lebih meresap, dan mempersiapkan kulit kita untuk rangkaian perawatan selanjutnya.  malam ini hari ke 3 kombinasiin dgn timetreasure renovating cream, malam dipake saat bagun pagi, muka kenyal dan lembut. lembab dan tdk bikin kering jg :d",5
"my holy grail product!! entah udah berapa kali aku repurchase produk ini and yeah it really works in brightening my skin! bahkan kulit tanganku jauh lebih putih daripada kulit mukaku saat ini lol. kalau dipakai rutin sehari dua kali setelah mandi akan cepat terlihat hasilnya kok :) oh iya kalau ingin lebih maksimal, bisa &nbsp;dibarengi dengan scrub tubuh seminggu sekali.",5
"pertama beli oil control water cushion ini sebener nya karna tertarik sama promo nya ""buy 1 cushion free 1 refill"". yeah, i think it's a good deal.. + tipe muka ku yg oily, akhir nya aku beli juga.. hahaha.. kesan pertama nya pakai cushion ini, tekstur nya di muka jauh lebi mulus drpd pakai bb cream.. meskipun pori"" ga ketutup smua, jd buat yg pori"" nya gede keliatan nya harus pake primer dl biar hasil nya lebi mulus.. muka ku termasuk banyak bekas jerawat yg membandel, dan cushion tfs ini sangat membantu menutupi bekas jerawatku. terus spf 50+ pa+++ nya itu, cocok banget buat kegiatan outdoor.. jadi bikin muka kamu ga berminyak + ga bikin item :d praktis jg buat dibawa kemana"" n gampang banget buat di pakai nya.. cara pakai nya tinggal di tepuk"" aja biar lebi natural.. tp buat yg oily skin kayak ak, ak saranin pake bedak habis pakai cushion ini, karna pas ak coba ga pakai bedak, mukaku tetap aja berminyak meskipun makeup ku ga luntur sih setelah berjam"" panas""an di luar.. :p",5
"setelah pemakaian kurang lebih sebulan aku suka banget sama clay masque dari sukin ini. kulitku jadi terasa halus, kenyal, lembab, pori2 agak mengecil, komedo sedikit berkurang dan masker ini gak bikin muka aku kering. pertama kali ngeliat teksturnya mirip sama slime dan aku ngira masker ini bakal lengket dan susah diaplikasiin. ternyata aku salah, masker ini gampang banget diaplikasiinya kaya lotion gitu dan ga lengket. baunya menurut aku kaya bubur bayi. ",5
"awalnya malah cobain tamagohada pump yang versi jepang, karena kendala selalu po terus, eh ternyata hada labo sekarang udah hadir di indonesia, sangat senang sekali dong ! langsung beli ! hahaha ya walaupun hasilnya engga sebagus yang jepang, imo, tapi facewash ini cukup membuat kulitku tetap lembab, engga kering sama sekali dan engga bikin breakout, aku pake facewash ini seminggu bisa sampai 3-4x saja sudah membuat bekas jerawat dikulit semakin memudar juga, engga bakalan deh rugi beli produk satu ini bakalan repurchased terus hehehe",5
i love this one! like seriously!aku prone to acne karena muka ku juga oily. jadi pas awal beli ini sempet deg2 serr gimana gt takut breakout dan ternyata gak buat muka aku breakout! so happy!! yeay!&nbsp;di muka rasanya segar dingin2 gimana gt baunya juga enak dan gak nyengat jadi aku suka karena aku gak terlalu suka sama sesuatu yang wangi heheberhubung aku cocok pake ini aku akan beli lagi :3,5
"wahhh ini sih favorite. wajib di coba kulit ku cenderung berminyak dan ga terlalu berjerawat. tapi abis pake si sugar jadi ga banyak minyaknya dan bekas jerawat juga cepet banget hilangnya (ya asal rajin juga ya makenya), repurchase : yes ! mungkin packagingnya bisa di ganti kali ya biar lebih gampang ngambilnya, atau di kasih spatula gitu :d",5
